graph file,number of bags,largest bag size,number of vertice,total number of bag size,smallest bag size,density of edges
mta-maryland-archiver_20150819_0130_subgraph_train+metro+tram+bus.gr.bz2,5964.0,42.0,6149.0,26991.0,3.0,0.00019386810704841905
taisto-transport-aktsiaselts-archiver_20151219_0123_subgraph_train+metro.gr.bz2,112.0,3.0,125.0,367.0,3.0,0.008580645161290323
rpsrute@ruter.no_20150309_1432_subgraph_metro+bus.gr.bz2,11708.0,470.0,12392.0,75410.0,3.0,0.00012292471174985448
transmetro_20140620_1542_subgraph_metro+bus.gr.bz2,419.0,5.0,437.0,1696.0,4.0,0.0024772741586715093
he061.gr.xz,86.0,30.0,120.0,800.0,6.0,0.01680672268907563
massachusetts-archiver_20151219_0121_subgraph_train+metro.gr.bz2,210.0,6.0,238.0,830.0,3.0,0.005726341169379144
cascades-east-transit_20151217_0811_subgraph_metro+bus.gr.bz2,186.0,4.0,207.0,750.0,3.0,0.00595656864124572
he010.gr.xz,65.0,6.0,82.0,319.0,3.0,0.021981330924420357
ac-transit_20150218_1708_subgraph_metro+bus.gr.bz2,3474.0,21.0,3687.0,15973.0,3.0,0.0003708532317430941
citygo_20090102_2309_subgraph_train+metro+tram+bus.gr.bz2,98.0,4.0,101.0,397.0,3.0,0.01089108910891089
he040.gr.xz,76.0,80.0,196.0,3185.0,6.0,0.12025117739403454
Promedas_27_8.gr.xz,133.0,13.0,165.0,891.0,5.0,0.011936437546193644
taisto-transport-aktsiaselts-archiver_20150219_0134_subgraph_tram+bus.gr.bz2,5311.0,370.0,5777.0,41065.0,2.0,0.00032579164582830855
informacin-oficial-consorcio-regional-de-transportes-de-madrid_20110818_0819_subgraph_train+metro+tram+bus.gr.bz2,2941.0,32.0,3228.0,15464.0,3.0,0.0004802838810854358
central-arkansas-transit-authority_20120522_1545_subgraph_metro+bus.gr.bz2,982.0,10.0,1049.0,4101.0,3.0,0.001153406734148844
siskiyou-transit-and-general-express_20150106_0149_subgraph_bus.gr.bz2,97.0,5.0,117.0,433.0,3.0,0.014146772767462422
rpsrute@ruter.no_20150309_1432_subgraph_train+metro.gr.bz2,101.0,3.0,107.0,319.0,3.0,0.009522130135778522
ex160.gr.xz,244.0,13.0,320.0,1520.0,4.0,0.008287617554858934
lextran_20140118_0122_subgraph_bus.gr.bz2,851.0,10.0,888.0,3777.0,3.0,0.0014816112617690971
perth_2016-01.gml.lp.gr.bz2,2497.0,24.0,3000.0,15472.0,3.0,0.000610647993775703
ex016.gr.xz,238.0,10.0,275.0,1354.0,3.0,0.0058128732581287324
fairfax-connector_20151202_1555.gml.lp.gr.bz2,490.0,12.0,574.0,2697.0,3.0,0.0034599972028142123
jacksonville-transportation-authority_20151216_1632.gr.bz2,2300.0,13.0,2395.0,9838.0,3.0,0.0005040436861115907
omnibus-solutions-ltd_20150902_0841.gr.bz2,616.0,13.0,643.0,2833.0,3.0,0.001916154319462411
cit-valle-du-richelieu_20150821_1712.gr.bz2,554.0,6.0,600.0,2323.0,3.0,0.0021619365609348916
ecobici.stats_20141007_2248.gml.lp.gr.bz2,750.0,14.0,882.0,4348.0,3.0,0.0021170026845395745
he015.gr.xz,779.0,38.0,916.0,4669.0,4.0,0.001961486147898919
via-metropolitan-transit_20150930_1536.gml.lp.gr.bz2,835.0,32.0,971.0,5590.0,4.0,0.0018548207289753363
best_20150714_1102_subgraph_tram+bus.gr.bz2,2115.0,37.0,2226.0,9941.0,3.0,0.0006729458796450529
ex173.gr.xz,431.0,13.0,536.0,2395.0,4.0,0.0035255963174780306
golden-gate-transit_20151217_1433.gml.lp.gr.bz2,124.0,8.0,153.0,700.0,4.0,0.01302889576883385
escambia-county-area-transit_20151216_1643_subgraph_bus.gr.bz2,923.0,9.0,946.0,3900.0,3.0,0.0012360593755942593
sonomacounty-ca-us-archiver_20140630_0109_subgraph_train+metro+tram+bus.gr.bz2,751.0,7.0,805.0,3275.0,3.0,0.0016764006056673155
he047.gr.xz,188.0,33.0,239.0,3235.0,4.0,0.051545304314194296
cit-des-laurentides_20140107_0139_subgraph_train+metro+tram+bus.gr.bz2,1230.0,8.0,1295.0,5176.0,3.0,0.000953614245731711
rpsrute@ruter.no_20150319_1558_subgraph_bus.gr.bz2,11671.0,457.0,12345.0,74790.0,3.0,0.00012287163156254863
rochester-genesee-regional-transportation-authority_20151219_0120.gr.bz2,2006.0,41.0,2186.0,10484.0,3.0,0.0007461671003954853
ecobici.stats_20141007_2248_subgraph_train+metro+tram.gr.bz2,206.0,2.0,218.0,618.0,3.0,0.004354627320001691
guelph-transit_20151216_1513_subgraph_tram+bus.gr.bz2,492.0,10.0,511.0,2101.0,3.0,0.002352173746210813
guy@connectoos.com_20150906_0927_subgraph_train+metro+tram+bus.gr.bz2,1294.0,54.0,1488.0,9003.0,3.0,0.0017074502317576705
thomaskoch_20130528_1213.gr.bz2,1195.0,54.0,1420.0,8702.0,3.0,0.0019965458714230415
chicago_2016-01.gml.lp.gr.bz2,1608.0,28.0,1887.0,9370.0,3.0,0.00090702642009485
central-arkansas-transit-authority_20120522_1545.gr.bz2,993.0,10.0,1061.0,4135.0,3.0,0.0011425675315206373
slv2xy.edge.bz2,114.0,3.0,116.0,441.0,3.0,0.010494752623688156
riverside-transit-agency_20151216_1636_subgraph_metro+bus.gr.bz2,2174.0,10.0,2259.0,9382.0,3.0,0.0005444220558960889
sheep-pp-minor-0121.dgf.bz2,24.0,98.0,121.0,1933.0,48.0,0.24882920110192838
san-joaquin-regional-transit-district-rtd_20151202_1522_subgraph_tram+bus.gr.bz2,969.0,19.0,1014.0,4736.0,3.0,0.0013084341431216669
dart-first-state_20151202_1815.gr.bz2,2263.0,15.0,2367.0,9867.0,3.0,0.0005194344182352372
ttc_20151217_1257_subgraph_bus.gr.bz2,7734.0,28.0,8227.0,34876.0,3.0,0.00016088587236744064
u-trans_20151216_1720_subgraph_bus.gr.bz2,183.0,5.0,190.0,764.0,4.0,0.006488443330548594
laketahoe-ca-us-archiver_20151216_1536_subgraph_metro+bus.gr.bz2,298.0,6.0,327.0,1268.0,3.0,0.003921127183354909
whatcom-transportation-authority_20130402_2249.gr.bz2,860.0,9.0,885.0,3613.0,3.0,0.001261599815936805
ex036.gr.xz,92.0,120.0,226.0,675.0,4.0,0.1575811209439528
thomaskoch_20130417_1934_subgraph_tram+bus.gr.bz2,134.0,4.0,156.0,451.0,3.0,0.007030603804797354
escambia-county-area-transit_20151216_1643_subgraph_tram+bus.gr.bz2,923.0,9.0,946.0,3901.0,3.0,0.0012360593755942593
mta-maryland-archiver_20150819_0130_subgraph_metro+bus.gr.bz2,5833.0,40.0,6008.0,26476.0,3.0,0.00019781072104737107
root_20151217_1244_subgraph_tram+bus.gr.bz2,237.0,8.0,245.0,1017.0,4.0,0.004817664770826363
transports-municipals-del-girones_20150226_1730_subgraph_metro+bus.gr.bz2,181.0,5.0,205.0,743.0,3.0,0.00624103299856528
long-island-railroad_20090825_0512_subgraph_train+metro.gr.bz2,102.0,7.0,123.0,433.0,3.0,0.016660002665600426
stdlib_gmtime.gr.bz2,110.0,3.0,117.0,382.0,3.0,0.009062776304155614
ex142.gr.xz,327.0,12.0,392.0,1783.0,4.0,0.004736677279607495
municipal-transit-utility_20150309_2012_subgraph_metro+bus.gr.bz2,312.0,5.0,330.0,1281.0,3.0,0.00364741641337386
thousand-oaks-transit_20140820_1713_subgraph_tram+bus.gr.bz2,100.0,4.0,105.0,402.0,3.0,0.011172161172161172
villavesas_20150331_1146_subgraph_metro+bus.gr.bz2,475.0,14.0,505.0,2238.0,3.0,0.0026324060977526323
topeka-metro_20121026_2234_subgraph_metro+bus.gr.bz2,279.0,7.0,292.0,1207.0,3.0,0.004577978628254013
ttc_20151217_1257_subgraph_tram.gr.bz2,415.0,5.0,459.0,1626.0,3.0,0.002540171818363444
des-moines-area-regional-transit-authority_20150715_1946_subgraph_bus.gr.bz2,1106.0,14.0,1155.0,4725.0,3.0,0.0010826262126088816
rpsrute@ruter.no_20151217_2005.gr.bz2,11765.0,451.0,12455.0,75278.0,3.0,0.00012069143472466836
citygo_20090102_2309_subgraph_metro+bus.gr.bz2,98.0,4.0,101.0,397.0,3.0,0.01089108910891089
wmata-archiver_20151219_0103_subgraph_train+metro+tram+bus.gr.bz2,7763.0,31.0,8215.0,35113.0,3.0,0.00016264557890785457
long-island-railroad_20090825_0512_subgraph_train+metro+tram+bus.gr.bz2,102.0,7.0,123.0,433.0,3.0,0.016660002665600426
he059.gr.xz,34.0,31.0,64.0,536.0,9.0,0.05555555555555555
translink-archiver_20151219_0124_subgraph_tram+bus.gr.bz2,8418.0,34.0,8665.0,37856.0,3.0,0.00013657271614667002
metro-los-angeles_20151216_1820.normalized_subgraph_bus.gr.bz2,7837.0,54.0,8234.0,35576.0,3.0,0.0001599928674394925
commute.org_20140813_1738_subgraph_bus.gr.bz2,89.0,6.0,116.0,382.0,3.0,0.012368815592203899
taisto-transport-aktsiaselts-archiver_20151202_1913_subgraph_bus.gr.bz2,5346.0,369.0,5821.0,41619.0,3.0,0.00032280326416204866
palo-verde-valley-transit-agency_20151216_1717_subgraph_tram+bus.gr.bz2,123.0,5.0,133.0,503.0,3.0,0.009911141490088858
thomaskoch_20130528_1213_subgraph_train+metro.gr.bz2,1062.0,54.0,1272.0,8250.0,3.0,0.0023875619157895777
graph09.dgf.bz2,323.0,116.0,458.0,5179.0,3.0,0.007964415735812637
thunder-bay-transit_20140717_1238_subgraph_metro+bus.gr.bz2,621.0,7.0,644.0,2616.0,3.0,0.0019053736850748143
he108.gr.xz,250.0,115.0,1160.0,8313.0,6.0,0.015773109993752046
Pedigree_13.gr.xz,251.0,19.0,348.0,1807.0,4.0,0.007088674682831495
hillsborough-area-regional-transit_20151217_1013_subgraph_tram+bus.gr.bz2,2178.0,19.0,2260.0,9390.0,3.0,0.0005519710734250804
adamjernst_20081211_0356.normalized_subgraph_train+metro+tram+bus.gr.bz2,207.0,7.0,248.0,800.0,3.0,0.006399373122632885
ex174.gr.xz,242.0,25.0,350.0,1538.0,4.0,0.013630781825624232
palo-verde-valley-transit-agency_20151216_1717_subgraph_metro+bus.gr.bz2,124.0,5.0,133.0,508.0,3.0,0.009911141490088858
Promedas_39.gr.xz,599.0,73.0,740.0,5226.0,4.0,0.0028233917273159494
rabbit-transit_20141105_2006_subgraph_bus.gr.bz2,727.0,9.0,754.0,3130.0,3.0,0.0016151133749704983
ex150.gr.xz,154.0,118.0,839.0,1756.0,4.0,0.03872094577872851
metropolitan-atlanta-rapid-transit-authority_20151217_1331_subgraph_tram+bus.gr.bz2,7088.0,16.0,7322.0,29672.0,3.0,0.00016545295325033437
lextran_20140118_0122.gml.lp.gr.bz2,210.0,10.0,240.0,1230.0,4.0,0.008106694560669456
delaware-department-of-transportation_20101101_1838.gr.bz2,2437.0,16.0,2554.0,10606.0,3.0,0.0004924573206211557
golden-empire-transit-district_20141022_0117.gml.lp.gr.bz2,91.0,8.0,107.0,497.0,4.0,0.016663727737612415
roanoke-va-us-archiver_20151006_0108_subgraph_tram+bus.gr.bz2,938.0,6.0,962.0,3808.0,3.0,0.0011227909250802071
he062.gr.xz,97.0,29.0,126.0,803.0,5.0,0.012
metro-valencia_20120820_0636_subgraph_metro+tram.gr.bz2,126.0,4.0,129.0,416.0,3.0,0.008054748062015504
sacramento-regional-transit_20151217_1028_subgraph_bus.gr.bz2,2872.0,19.0,2931.0,12275.0,3.0,0.0003783260730592012
cts_20130915_1535.gml.lp.gr.bz2,110.0,13.0,129.0,680.0,5.0,0.014171511627906976
flixbus-gmbh_20140709_1622_subgraph_bus.gr.bz2,104.0,9.0,114.0,486.0,3.0,0.015370284117373078
jatran_20151202_1718_subgraph_bus.gr.bz2,373.0,4.0,390.0,1491.0,3.0,0.0028804956825522377
cit-sud-ouest_20150813_2023_subgraph_metro+bus.gr.bz2,378.0,5.0,401.0,1566.0,3.0,0.003098503740648379
buffalo_niagara_region_ny_2015-12-17.gml.lp.gr.bz2,615.0,35.0,721.0,4044.0,3.0,0.00252542764678687
he141.gr.xz,5516.0,574.0,11680.0,107351.0,4.0,0.0005176865865087436
mvta-archiver_20151216_1601.gr.bz2,861.0,10.0,890.0,3628.0,3.0,0.0013687895754603708
he007.gr.xz,275.0,12.0,303.0,1270.0,3.0,0.005726400454614998
septa_20151217_1207_subgraph_train+metro.gr.bz2,127.0,5.0,155.0,478.0,3.0,0.009426057813154587
central_contra_costa_county_ca_2016-01.gml.lp.gr.bz2,148.0,9.0,177.0,806.0,4.0,0.010432717000513611
intercity-transit_20151216_1518.gr.bz2,941.0,10.0,961.0,3973.0,3.0,0.0011576482830385015
cape-ann-transportation-authority_20121101_0348.gr.bz2,123.0,7.0,136.0,576.0,3.0,0.01252723311546841
log-3.cnf.gr.xz,608.0,443.0,1256.0,21747.0,5.0,0.018919227548405106
SquaredSkewHadamardMatrixGraph_3.gr.bz2,12.0,110.0,121.0,793.0,62.0,0.25
graph07-wpp.dgf.bz2,116.0,56.0,177.0,1768.0,6.0,0.02526322547508988
graph11pp-pp.dgf.bz2,187.0,92.0,288.0,3471.0,6.0,0.015909310878823073
tptmdz_20150710_1428_subgraph_train+metro+tram+bus.gr.bz2,2677.0,70.0,2931.0,16444.0,3.0,0.0006651272789517259
he136.gr.xz,6096.0,576.0,8591.0,97622.0,4.0,0.00047298869366634196
Promedas_25.gr.xz,751.0,74.0,974.0,6415.0,5.0,0.0020270084900105728
he152.gr.xz,65916.0,422.0,72835.0,546889.0,5.0,4.10189561886237e-05
mts_20151216_1447_subgraph_train+metro+tram+bus.gr.bz2,2986.0,18.0,3116.0,13059.0,3.0,0.0004202407910705786
lanta_20151217_1314.gr.bz2,2081.0,9.0,2124.0,8693.0,4.0,0.0005171589434345208
metlink-archiver_20110625_0239_subgraph_bus.gr.bz2,2809.0,14.0,2905.0,12137.0,3.0,0.00040705916938118473
link-transit_20151217_0806_subgraph_metro+bus.gr.bz2,390.0,7.0,422.0,1658.0,3.0,0.0030225934639934258
he103.gr.xz,404.0,152.0,819.0,17102.0,5.0,0.014763964641715253
the-metro_20110104_0843_subgraph_train+metro+tram+bus.gr.bz2,4964.0,35.0,5063.0,21657.0,3.0,0.00022033714587739328
contiki_powertrace_powertrace_print.gr.bz2,321.0,3.0,323.0,1068.0,3.0,0.003105590062111801
metropolitan-transit-authority-of-harris-county_20150228_0202.gml.lp.gr.bz2,1280.0,52.0,1429.0,8003.0,3.0,0.0014000701750259237
hillsborough-area-regional-transit_20151217_1013_subgraph_train+metro+tram+bus.gr.bz2,2182.0,19.0,2260.0,9437.0,3.0,0.0005519710734250804
oc-transpo_20131119_1910.gml.lp.gr.bz2,1091.0,19.0,1259.0,6657.0,3.0,0.0015317377836650836
duluth-transit-authority_20120906_0315_subgraph_tram+bus.gr.bz2,1020.0,10.0,1088.0,4268.0,3.0,0.0011533362194923967
vta_20140729_2023.gml.lp.gr.bz2,593.0,26.0,698.0,3859.0,4.0,0.002694725244909621
mountain-line_20141206_0137_subgraph_bus.gr.bz2,127.0,5.0,134.0,546.0,4.0,0.009594882729211088
duluth_2016-01.gml.lp.gr.bz2,165.0,10.0,200.0,943.0,3.0,0.009346733668341708
leetran_20150421_1336_subgraph_train+metro+tram+bus.gr.bz2,1234.0,7.0,1304.0,5123.0,3.0,0.0009605017208989166
marin-transit_20151216_1448_subgraph_bus.gr.bz2,348.0,5.0,396.0,1424.0,3.0,0.0032988108937476025
nassau-inter-county-express_20131030_1518.gml.lp.gr.bz2,314.0,13.0,368.0,1884.0,4.0,0.004923883426134344
graph06.dgf.bz2,136.0,56.0,200.0,1961.0,3.0,0.021180904522613064
he013.gr.xz,832.0,49.0,988.0,5416.0,4.0,0.0018920049715122503
metro-valencia_20120820_0636_subgraph_train+metro+tram+bus.gr.bz2,126.0,4.0,129.0,416.0,3.0,0.008054748062015504
la-metro_20101211_0848_subgraph_metro+bus.gr.bz2,8156.0,57.0,8549.0,37333.0,3.0,0.00015464541357090752
the-rapid_20141219_1524_subgraph_metro+bus.gr.bz2,1230.0,11.0,1295.0,5136.0,3.0,0.0009542110005788522
games120-pp.dgf-004.dgf.bz2,58.0,40.0,104.0,1129.0,9.0,0.053211351755041075
victor-valley-transit-authority_20151202_1753_subgraph_tram+bus.gr.bz2,674.0,7.0,697.0,2812.0,3.0,0.0016779630270947739
burlington-transit_20150928_2046_subgraph_bus.gr.bz2,692.0,10.0,729.0,3139.0,3.0,0.0018691870543722396
ex168.gr.xz,404.0,17.0,572.0,2771.0,5.0,0.005887719985793541
Promedas_62_9.gr.xz,173.0,14.0,217.0,1157.0,5.0,0.009109916367980884
ex141.gr.xz,141.0,36.0,226.0,1326.0,4.0,0.02296951819075713
he100.gr.xz,250.0,251.0,500.0,63000.0,252.0,0.250501002004008
guy@connectoos.com_20150906_0927_subgraph_metro+bus.gr.bz2,214.0,4.0,246.0,808.0,3.0,0.00506056080968973
translink-archiver_20151219_0124_subgraph_metro+bus.gr.bz2,8422.0,36.0,8665.0,37835.0,3.0,0.00013657271614667002
mta-bus-company_20140205_0119_subgraph_tram+bus.gr.bz2,2468.0,14.0,2647.0,10445.0,3.0,0.000488723382565468
cit-valle-du-richelieu_20150821_1712_subgraph_train+metro+tram+bus.gr.bz2,555.0,6.0,600.0,2334.0,3.0,0.0021619365609348916
s-potniki-promet-doo_20141212_1812_subgraph_train+metro+tram.gr.bz2,228.0,4.0,262.0,879.0,3.0,0.005615512854259893
rd400.tsp-pp.dgf.bz2,292.0,26.0,395.0,2692.0,6.0,0.007517830752425625
janesville-transit-system_20150820_2037_subgraph_bus.gr.bz2,206.0,6.0,224.0,918.0,3.0,0.006626361306854581
milwaukee-county-transit-system_20151217_1325_subgraph_tram+bus.gr.bz2,5428.0,46.0,5529.0,23807.0,3.0,0.0002069406960640894
ex109.gr.xz,1068.0,9.0,1212.0,5104.0,3.0,0.0012222939882757888
fairfield-and-suisun-transit_20151216_1546_subgraph_metro+bus.gr.bz2,208.0,7.0,225.0,906.0,3.0,0.005694444444444445
valley-transit_20130719_0503.gr.bz2,163.0,5.0,177.0,690.0,4.0,0.006997945557267591
santa-rosa-citybus_20130423_1906_subgraph_tram+bus.gr.bz2,403.0,6.0,414.0,1693.0,4.0,0.002871647307903756
capital-area-transit_20150218_1730.gml.lp.gr.bz2,139.0,10.0,165.0,779.0,3.0,0.010643015521064302
lexpress_20090731_0343_subgraph_bus.gr.bz2,290.0,3.0,299.0,1157.0,3.0,0.0035801665506947095
santa-rosa-citybus_20130423_1906_subgraph_metro+bus.gr.bz2,403.0,6.0,414.0,1695.0,4.0,0.002871647307903756
regional-transportation-district_20151219_0114.gml.lp.gr.bz2,1279.0,44.0,1479.0,8434.0,3.0,0.001267176648084459
mrc-les-moulins_20141201_2136_subgraph_tram+bus.gr.bz2,656.0,8.0,714.0,2961.0,3.0,0.001921105047909767
island-transit_20150223_1552_subgraph_train+metro+tram+bus.gr.bz2,298.0,4.0,322.0,1220.0,3.0,0.003889243629186742
nyct_20110423_0236.gr.bz2,370.0,8.0,422.0,1479.0,3.0,0.0033209127444248066
winnipeg-transit_20151219_0147_subgraph_tram+bus.gr.bz2,4988.0,33.0,5130.0,22739.0,3.0,0.0002264385862296607
Promedas_18.gr.xz,1022.0,79.0,1290.0,8528.0,5.0,0.0015870724857319839
he060.gr.xz,24.0,33.0,56.0,510.0,12.0,0.09090909090909091
he168.gr.xz,66320.0,2886.0,124208.0,1233305.0,4.0,4.732165648258096e-05
Promedus_17.gr.xz,188.0,23.0,239.0,1343.0,5.0,0.007946274744207307
chicago-transit-authority_20151217_1219_subgraph_bus.gr.bz2,6008.0,31.0,6261.0,25568.0,3.0,0.00018906022524956716
timt4stic_20110831_0329.gr.bz2,2863.0,14.0,2966.0,12318.0,3.0,0.0003976489022866233
penillas_county_fl_2016-01.gml.lp.gr.bz2,567.0,21.0,661.0,3501.0,4.0,0.0027231467473524964
transperth-archiver_20130706_0329.gml.lp.gr.bz2,2506.0,23.0,2986.0,15537.0,3.0,0.0006116763769730546
graph12-pp.dgf.bz2,213.0,86.0,312.0,3353.0,8.0,0.01213001896281639
lanta_20151217_1314_subgraph_train+metro+tram+bus.gr.bz2,2082.0,9.0,2124.0,8695.0,4.0,0.0005171589434345208
inithx.i.3-pp.dgf.bz2,215.0,32.0,364.0,6059.0,21.0,0.0672584990766809
pr152.tsp-pp.dgf.bz2,112.0,11.0,141.0,797.0,6.0,0.020263424518743668
cape-ann-transportation-authority_20121101_0348_subgraph_tram+bus.gr.bz2,123.0,7.0,136.0,578.0,3.0,0.01252723311546841
vilniaus-vieasis-transportas_20130407_1539.gml.lp.gr.bz2,158.0,13.0,195.0,976.0,4.0,0.010467882632831086
taisto-transport-aktsiaselts-archiver_20151217_0921_subgraph_metro+bus.gr.bz2,5352.0,377.0,5830.0,41258.0,3.0,0.0003220427112676989
modesto_ca_2015-12-10.gml.lp.gr.bz2,135.0,8.0,161.0,753.0,4.0,0.011529503105590063
omit-sainte-julie_20151202_1945_subgraph_tram+bus.gr.bz2,138.0,5.0,152.0,575.0,3.0,0.007973161380271872
ttc_20151217_1257_subgraph_metro+bus.gr.bz2,7883.0,29.0,8378.0,35370.0,3.0,0.00015720441786447467
tuvisa-euskotran_20151219_0143_subgraph_train+metro+tram+bus.gr.bz2,259.0,10.0,279.0,1245.0,3.0,0.004937985095794332
ex138.gr.xz,89.0,28.0,209.0,2065.0,17.0,0.06383419212366581
mason-transit_20111111_0413_subgraph_metro+bus.gr.bz2,93.0,6.0,108.0,388.0,3.0,0.013326410522672204
crt-lanaudire_20151202_1946_subgraph_metro+bus.gr.bz2,403.0,9.0,432.0,1682.0,3.0,0.002765962017702157
rpsrute@ruter.no_20150309_1432_subgraph_train+metro+tram.gr.bz2,176.0,5.0,188.0,603.0,3.0,0.005802707930367505
nassau-inter-county-express_20131030_1518.gr.bz2,3155.0,13.0,3244.0,13182.0,3.0,0.00035683420194040243
trimet-archiver_20151219_0104_subgraph_metro+bus.gr.bz2,4415.0,20.0,4597.0,18837.0,3.0,0.0002700705591284133
trasporti-regionali-della-sardegna_20131105_0940_subgraph_tram+bus.gr.bz2,3212.0,23.0,3405.0,15237.0,3.0,0.00043000288164049896
new_york_staten_brooklyn_bus_2015-12-23.gml.lp.gr.bz2,497.0,20.0,585.0,3087.0,3.0,0.0029563282987940523
rhode-island-public-transit-authority_20120920_0331_subgraph_bus.gr.bz2,4716.0,25.0,4838.0,20482.0,3.0,0.00023844721124876002
he092.gr.xz,1568.0,115.0,1848.0,11243.0,4.0,0.0010470940357242468
StarGraph_100.gr.bz2,100.0,2.0,101.0,300.0,3.0,0.009900990099009901
link-transit_20151217_0806_subgraph_train+metro+tram+bus.gr.bz2,393.0,7.0,422.0,1678.0,3.0,0.0030225934639934258
Promedas_64.gr.xz,347.0,36.0,451.0,2770.0,5.0,0.004459226410445923
city-of-albany-linn-benton-loop-archiver_20130218_0424_subgraph_train+metro+tram+bus.gr.bz2,375.0,10.0,403.0,1681.0,3.0,0.003277656383096922
JohnsonGraph_10_4.gr.bz2,51.0,136.0,210.0,2936.0,26.0,0.05741626794258373
thomaskoch_20130417_1934.gml.lp.gr.bz2,674.0,60.0,877.0,7031.0,4.0,0.0043722632677819255
u1432.tsp.dgf.bz2,971.0,49.0,1432.0,10332.0,5.0,0.002051540314426369
go-transit-city-of-oshkosh_20151216_1805_subgraph_bus.gr.bz2,243.0,4.0,249.0,981.0,3.0,0.00450187848166861
kingston-transit_20140526_1325_subgraph_tram+bus.gr.bz2,831.0,13.0,849.0,3559.0,3.0,0.0013445340800497811
omnitrans_20151217_1124.gr.bz2,2145.0,11.0,2190.0,8911.0,3.0,0.0005252497439459648
putb.edge.bz2,130.0,4.0,138.0,522.0,3.0,0.009256320744737121
montana-transit-mountain-line_20100723_0216.gr.bz2,442.0,6.0,469.0,1841.0,3.0,0.0026652452025586353
view2gt_20150927_1744_subgraph_tram+bus.gr.bz2,292.0,6.0,312.0,1211.0,3.0,0.004050210239920851
abq-ride_20151004_0137_subgraph_metro+bus.gr.bz2,1744.0,13.0,1826.0,7393.0,3.0,0.0007694038920313883
myciel7.dgf.bz2,118.0,67.0,191.0,3053.0,9.0,0.06503168917057041
ex193.gr.xz,1154.0,11.0,1391.0,6308.0,4.0,0.0015578047985766671
LjubljanaGraph.gr.bz2,87.0,24.0,112.0,699.0,5.0,0.013513513513513514
connectoos.com_20150906_0927_subgraph_tram+bus.gr.bz2,214.0,4.0,245.0,803.0,3.0,0.005018400802944129
guelph-transit_20151216_1513.gr.bz2,497.0,10.0,513.0,2119.0,3.0,0.0023452729044834307
fl417.tsp-pp.dgf.bz2,317.0,12.0,404.0,2483.0,6.0,0.007051077316168342
abq-ride_20151004_0137.gml.lp.gr.bz2,401.0,14.0,447.0,2040.0,3.0,0.0045695769504720055
taisto-transport-aktsiaselts-archiver_20151217_0921_subgraph_train+metro.gr.bz2,112.0,3.0,125.0,362.0,3.0,0.008580645161290323
he076.gr.xz,68.0,20.0,90.0,499.0,5.0,0.016853932584269662
community-transit_20150319_0942_subgraph_bus.gr.bz2,991.0,12.0,1066.0,4144.0,3.0,0.0012032167992319144
orange-county-transportation-authority_20151202_1534.gr.bz2,3879.0,40.0,4065.0,17708.0,3.0,0.0003305658056580566
Promedus_34.gr.xz,166.0,19.0,229.0,1197.0,5.0,0.008159043897954493
hampton_roads_2016-01.gml.lp.gr.bz2,448.0,13.0,510.0,2636.0,4.0,0.003651912631457298
new_york_staten_island_bus_2015-12-23.gml.lp.gr.bz2,504.0,20.0,597.0,3148.0,3.0,0.0033247894955763155
cityofmadison-archiver_20130830_1512_subgraph_bus.gr.bz2,1985.0,17.0,2052.0,9168.0,3.0,0.0005828469543217163
radbg.edge.bz2,606.0,4.0,639.0,2452.0,3.0,0.0019500493031333246
anchorage-people-mover_20150328_0007_subgraph_tram+bus.gr.bz2,1061.0,12.0,1079.0,4500.0,4.0,0.0009938426461662262
st-albert-transit_20150513_1752.gr.bz2,436.0,7.0,458.0,1850.0,3.0,0.0026850639733213572
mrc-de-lassomption_20151202_1944.gr.bz2,530.0,8.0,549.0,2235.0,3.0,0.002240304202730911
stib_20150902_2008.gr.bz2,841.0,16.0,899.0,3999.0,3.0,0.0016003924182028534
cit-roussillon_20150821_1709_subgraph_train+metro+tram+bus.gr.bz2,174.0,6.0,189.0,763.0,4.0,0.0071203422267252054
